	gi|410491675|ref|YP_006906897.1|	gi|410491180|ref|YP_006906402.1|	gi|410491776|ref|YP_006906998.1|	gi|410490805|ref|YP_006906027.1|	gi|410491319|ref|YP_006906541.1|	gi|410491862|ref|YP_006907130.1|	gi|410491366|ref|YP_006906588.1|	gi|410491551|ref|YP_006906773.1|	gi|410507466|ref|YP_006907084.1|	gi|410491272|ref|YP_006906494.1|	gi|713322753|ref|YP_009102368.1|	gi|422934581|ref|YP_007004542.1|	gi|712914998|ref|YP_009102635.1|	gi|713322464|ref|YP_009098548.1|	gi|431811068|ref|YP_007238135.1|	gi|9634120|ref|NP_037662.1|	gi|9634165|ref|NP_037697.1|	gi|356870678|ref|YP_004934108.1|	gi|401817591|ref|YP_006590033.1|	gi|30387380|ref|NP_848209.1|	gi|155370097|ref|YP_512255.2|	gi|418487632|ref|YP_007001972.1|	gi|414088503|ref|YP_006988681.1|	gi|414089191|ref|YP_006989359.1|	gi|414088030|ref|YP_006988213.1|	gi|414089560|ref|YP_006989712.1|	gi|414088836|ref|YP_006989009.1|	gi|414089910|ref|YP_006990057.1|	gi|658607725|ref|YP_009044728.1|	gi|399528545|ref|YP_006560467.1|	gi|658607992|ref|YP_009044962.1|	gi|472437228|ref|YP_007676639.1|	gi|658607314|ref|YP_009044305.1|	gi|472438189|ref|YP_007677968.1|	gi|658607773|ref|YP_009044771.1|	gi|658607897|ref|YP_009044882.1|	gi|658607945|ref|YP_009044923.1|	gi|658607213|ref|YP_009044218.1|	gi|115315629|ref|YP_764315.1|	gi|9629654|ref|NP_044947.1|	gi|194097522|ref|YP_002003989.1|	gi|115315573|ref|YP_764260.1|	gi|115304211|ref|YP_762512.1|	gi|422934279|ref|YP_007004320.1|	gi|51236745|ref|YP_063714.1|	gi|24371584|ref|NP_720325.1|	gi|389060536|ref|YP_006383887.1|	gi|422934327|ref|YP_007004361.1|	gi|392972711|ref|YP_006488671.1|	gi|589892714|ref|YP_009009150.1|	gi|526003597|ref|YP_008239542.1|	gi|239507397|ref|YP_002939708.1|	gi|658310460|ref|YP_009042650.1|	gi|712916121|ref|YP_009103886.1|	gi|225626398|ref|YP_002727893.1|	gi|589287155|ref|YP_009008899.1|	gi|327198110|ref|YP_004306640.1|	gi|589893044|ref|YP_009004371.1|	gi|21716107|ref|NP_663670.1|	gi|658608066|ref|YP_009045030.1|	gi|526244907|ref|YP_008320235.1|	gi|589286628|ref|YP_009006566.1|	gi|589286244|ref|YP_009005233.1|	gi|56694901|ref|YP_164411.1|	gi|197261558|ref|YP_002154373.1|	gi|712912424|ref|YP_009099335.1|	gi|31544027|ref|NP_852752.1|	gi|327198524|ref|YP_004327111.1|	gi|571798129|ref|YP_008770508.1|	gi|568191533|ref|YP_008771319.1|	gi|56692920|ref|YP_164302.1|	gi|431809885|ref|YP_007236774.1|	gi|401723040|ref|YP_006589958.1|	gi|388570782|ref|YP_006383765.1|	gi|423262378|ref|YP_007010971.1|	gi|410490644|ref|YP_006905866.1|	gi|658311423|ref|YP_009044178.1|	gi|658608195|ref|YP_009045152.1|	gi|431810359|ref|YP_007237241.1|	gi|414090228|ref|YP_006990345.1|	gi|238801894|ref|YP_002925097.1|	gi|66391761|ref|YP_238485.1|	gi|273809772|ref|YP_003344847.1|	gi|118430761|ref|YP_873986.1|	gi|526178059|ref|YP_008241884.1|	gi|388570350|ref|YP_006382290.1|	gi|189427163|ref|YP_001949839.1|	gi|215401205|ref|YP_002332510.1|	gi|431809503|ref|YP_007236397.1|	gi|157311160|ref|YP_001469205.1|	gi|16798784|ref|NP_463462.1|	gi|658607661|ref|YP_009044672.1|	gi|90592609|ref|YP_529869.1|	gi|23455798|ref|NP_695171.1|	gi|589286245|ref|YP_009005234.1|	gi|62909765|ref|YP_227604.1|	gi|560185958|ref|YP_008853724.1|	gi|593779760|ref|YP_009017588.1|	gi|23505446|ref|NP_700374.1|	gi|418489384|ref|YP_007003201.1|	gi|77999989|ref|YP_358759.1|	gi|48697259|ref|YP_025026.1|	gi|219563198|ref|YP_002455790.1|	gi|281416386|ref|YP_003347410.1|	gi|9632896|ref|NP_049925.1|	gi|418489801|ref|YP_007003553.1|	gi|30089891|ref|NP_839921.1|	gi|589893763|ref|YP_009010472.1|	gi|281416464|ref|YP_003347384.1|	gi|589286873|ref|YP_009007068.1|	gi|418487841|ref|YP_007002072.1|	gi|418487691|ref|YP_007002014.1|	gi|62362370|ref|YP_224235.1|	gi|389060403|ref|YP_006383610.1|	gi|422935503|ref|YP_007005399.1|	gi|81343947|ref|YP_398963.1|	gi|45686308|ref|YP_003891.1|	gi|330858470|ref|YP_004414845.1|	gi|712912864|ref|YP_009099719.1|	gi|399529107|ref|YP_006561152.1|	gi|422936742|ref|YP_007007009.1|	gi|526176468|ref|YP_008240294.1|	gi|414090193|ref|YP_006990310.1|	gi|41179311|ref|NP_958529.1|	gi|410491821|ref|YP_006907043.1|	gi|388604638|ref|YP_006382530.1|	gi|589287064|ref|YP_009007857.1|	gi|448260094|ref|YP_007237471.1|	gi|568191883|ref|YP_008771667.1|	gi|609216899|ref|YP_008770876.1|	gi|460042513|ref|YP_007517943.1|	gi|113200616|ref|YP_717779.1|	gi|557307673|ref|YP_008767000.1|	gi|557307849|ref|YP_008767172.1|	gi|392972774|ref|YP_006488733.1|	gi|643319056|ref|YP_009036372.1|	gi|41179239|ref|NP_958578.1|	gi|422935567|ref|YP_007005468.1|	gi|410491651|ref|YP_006906873.1|	gi|418487072|ref|YP_007001466.1|	gi|116222004|ref|YP_794059.1|	gi|589890684|ref|YP_009006539.1|	gi|167600488|ref|YP_001671987.1|	gi|557307465|ref|YP_008766810.1|	gi|563399074|ref|YP_008858919.1|	gi|563399591|ref|YP_008859431.1|	gi|356870601|ref|YP_004934031.1|	gi|526177162|ref|YP_008241011.1|	gi|526177519|ref|YP_008241351.1|	gi|526177094|ref|YP_008240947.1|	gi|589893826|ref|YP_009010711.1|	gi|526177931|ref|YP_008241758.1|	gi|13559865|ref|NP_112075.1|	gi|53793590|ref|YP_112490.1|	gi|658310639|ref|YP_009042880.1|	gi|658607525|ref|YP_009044543.1|	gi|9632419|ref|NP_049391.1|	gi|526178334|ref|YP_008242156.1|	gi|89152480|ref|YP_512311.1|	gi|85701380|ref|YP_459965.1|	gi|418489112|ref|YP_007002966.1|	gi|20065964|ref|NP_612830.1|	gi|215401145|ref|YP_002332400.1|	gi|509139913|ref|YP_008058799.1|	gi|156603993|ref|YP_001429939.1|	gi|12719429|ref|NP_075500.1|	gi|148727154|ref|YP_001285648.1|	gi|109289941|ref|YP_655473.1|	gi|525972259|ref|YP_008239783.1|	gi|589891998|ref|YP_009008365.1|	gi|431809797|ref|YP_007236687.1|	gi|460042902|ref|YP_007518356.1|	gi|281416253|ref|YP_003347602.1|	gi|658607811|ref|YP_009044802.1|	gi|126011093|ref|YP_001039918.1|	gi|90592638|ref|YP_529552.1|	gi|589892181|ref|YP_009008546.1|	gi|167832346|ref|YP_001686737.1|	gi|213163901|ref|YP_002321453.1|	gi|658307382|ref|YP_009043080.1|	gi|281416361|ref|YP_003347495.1|	gi|281416254|ref|YP_003347603.1|	gi|326536848|ref|YP_004306102.1|	gi|17488504|ref|NP_510982.1|	gi|422935795|ref|YP_007005694.1|	gi|712915294|ref|YP_009102786.1|	gi|389060323|ref|YP_006383454.1|	gi|333798108|ref|YP_004508379.1|	gi|134287336|ref|YP_001110719.1|	gi|209901238|ref|YP_002290877.1|	gi|414090366|ref|YP_006990479.1|
gi|77999989|ref|YP_358759.1|	12.50	9.38	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	8.47	8.33	8.33	8.33	 16.44	 12.33	 12.33	 12.33	 13.13	 11.65	 13.73	 13.73	 11.11	 12.00	 12.00	 12.00	 12.00	 12.00	7.14	7.14	7.14	7.14	7.14	7.14	8.57	7.14	7.14	7.14	 10.00	 10.00	7.50	7.50	7.50	 28.95	 28.95	 28.95	 28.95	 21.90	 21.90	 25.00	 23.00	 23.00	 23.23	 23.76	 23.76	 24.75	 24.75	 23.76	 10.00	 10.64	 10.42	7.22	7.22	 10.75	 13.27	 12.00	 10.00	8.62	 10.00	 10.00	 13.16	4.90	 16.35	 11.11	5.56	 14.52	 12.90	 14.52	 15.38	9.23	6.15	4.84	4.84	8.82	8.82	8.82	8.33	6.94	9.38	 12.07	6.76	9.46	7.25	7.46	 17.07	 21.43	 18.75	 20.90	 20.42	 26.81	100.00	 97.42	 21.48	 26.74	 23.53	 28.68	 25.36	5.88	7.02	0.00	 18.92	 18.92	 10.53	5.71	6.06	0.00	2.86	2.86	 10.84	 16.09	 10.39	7.89	7.89	9.52	6.38	 11.63	6.98	 10.45	 13.33	 13.33	 12.00	 15.91	8.00	8.00	4.26	4.35	7.94	 13.85	 10.96	 10.96	 10.96	5.00	9.09	9.09	 11.32	9.62	9.59	9.62	9.62	9.62	9.26	8.51	 11.11	8.33	 15.00	 15.00	4.40	8.70	 25.58	 25.58	 19.15	 10.00	 13.64	 13.64	 13.64	 13.64	 13.51	 10.45	 10.45	 10.20	0.00	 11.54	3.33	 11.76	 15.79	 14.81	0.00	 10.00	 11.48	 12.50	5.21	1.61	 10.53	 13.79	 10.94	6.25	8.51	8.54	4.94	7.14	7.14
gi|48697259|ref|YP_025026.1|	12.50	9.38	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	8.47	8.33	8.33	8.33	 16.44	 12.33	 12.33	 12.33	 13.13	 11.65	 13.73	 13.73	 11.11	 12.00	 12.00	 12.00	 12.00	 12.00	7.14	7.14	7.14	7.14	7.14	7.14	8.57	7.14	7.14	7.14	 10.00	 10.00	7.50	7.50	7.50	 31.58	 31.58	 31.58	 31.58	 20.95	 20.95	 21.43	 23.00	 23.00	 23.23	 23.76	 23.76	 24.75	 24.75	 23.76	 10.00	 10.64	 10.42	7.22	7.22	 10.75	 13.27	 12.00	 10.00	8.62	 10.00	 10.00	 13.16	4.90	 16.35	 12.96	7.41	 14.52	 12.90	 14.52	 15.38	9.23	6.15	4.84	4.84	8.82	8.82	8.82	8.33	6.94	 10.94	 12.07	6.76	9.46	5.80	7.46	 17.07	 19.84	 19.44	 20.90	 20.42	 26.81	 97.42	100.00	 21.48	 27.91	 24.26	 28.68	 25.36	3.92	7.02	0.00	 18.92	 18.92	 10.53	5.71	6.06	0.00	2.86	2.86	 10.84	 16.09	 10.39	7.89	7.89	9.52	6.38	 11.63	6.98	 10.45	 13.33	 13.33	 13.33	 17.05	8.00	8.00	2.13	2.17	7.94	 15.38	 10.96	 10.96	 10.96	5.00	9.09	9.09	 11.32	9.62	9.59	9.62	9.62	9.62	9.26	 10.64	 11.11	 10.42	 15.00	 15.00	5.49	8.70	 23.26	 23.26	 19.15	 10.00	 13.64	 13.64	 13.64	 13.64	 13.51	 10.45	 10.45	 10.20	0.00	 11.54	3.33	 11.76	 21.05	 18.52	0.00	 10.00	 11.48	 12.50	5.21	1.61	8.77	 12.07	 10.94	6.25	8.51	8.54	4.94	7.14	7.14
gi|219563198|ref|YP_002455790.1|	 12.50	9.38	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	7.27	7.27	7.27	7.27	 16.44	 15.07	 15.07	 15.07	8.08	6.80	6.86	6.86	 13.89	 12.16	 12.16	 12.16	 12.16	 12.16	 15.79	 15.79	 15.79	 15.79	 15.79	 15.79	 11.59	 10.14	 10.14	 10.14	 19.05	 19.05	 21.43	 21.43	 21.43	 24.24	 24.24	 24.24	 24.24	 22.73	 22.73	 25.93	 24.24	 24.24	 30.61	 30.00	 30.00	 30.00	 32.00	 32.00	9.80	4.26	4.17	6.19	6.19	 10.64	 15.15	 11.88	8.57	8.62	4.40	4.40	9.73	8.74	9.52	 13.21	9.43	 13.11	 13.11	 13.11	5.77	 10.94	6.25	6.56	6.56	8.82	8.82	7.35	9.59	8.22	3.17	8.62	6.94	8.33	 11.94	6.15	 12.24	 20.86	 17.88	 29.93	 24.18	 24.66	 21.48	 21.48	100.00	 34.31	 32.89	 32.24	 25.83	4.29	6.85	5.56	 16.98	 16.98	 20.00	 13.21	9.80	 12.50	 11.32	9.43	 13.40	 18.63	8.99	 10.23	 10.23	9.43	6.35	8.47	3.39	 12.66	 14.86	 14.86	 10.84	 11.11	6.67	6.67	8.96	9.09	9.88	8.70	7.95	7.95	7.95	6.25	 10.17	 10.17	 13.79	7.14	9.59	7.69	5.77	5.77	 14.81	4.26	6.67	 14.58	 20.00	 20.00	5.56	 14.58	 20.45	 20.45	 23.40	 15.38	 13.04	 13.04	 13.04	 13.04	 10.53	4.41	4.41	8.16	 20.00	 14.29	6.67	0.00	5.26	7.41	 25.00	 10.14	 15.49	9.62	 10.08	8.11	 12.70	 10.94	7.59	3.70	 10.81	 10.78	7.77	9.52	9.52
gi|281416386|ref|YP_003347410.1|	 12.50	8.33	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 12.20	 12.20	 12.20	 12.20	 22.22	 13.33	 13.33	 13.33	 15.38	 17.86	 20.00	 20.00	 19.51	 18.60	 18.60	 18.60	 18.60	 18.60	9.43	9.43	9.43	9.43	9.43	9.43	 18.87	 18.87	 18.87	 18.87	-nan	-nan	-nan	-nan	-nan	 29.63	 29.63	 29.63	 29.63	 18.31	 19.72	 22.22	 22.06	 22.06	 28.36	 27.54	 27.54	 28.99	 21.74	 21.74	3.85	 15.79	 10.00	 12.96	 12.96	 15.38	 14.81	 15.52	 12.20	 12.12	 18.00	 18.00	 13.79	 14.00	 10.00	 10.71	3.57	 10.53	 10.53	 10.53	 10.34	5.71	0.00	0.00	0.00	7.32	7.32	7.32	 14.63	 14.63	8.11	9.38	9.09	 11.36	 12.82	5.41	 10.00	 21.95	 23.46	 27.71	 28.57	 25.64	 26.74	 27.91	 34.31	100.00	 86.41	 41.18	 45.45	7.84	 10.42	4.55	 10.00	 10.00	5.56	 20.00	 11.11	6.25	 15.00	 10.00	 10.77	 10.14	8.62	7.02	7.02	4.55	0.00	 10.53	0.00	 14.89	 13.95	 13.95	 26.92	 16.67	 20.00	 20.00	 14.29	 10.42	 11.76	8.51	8.96	8.96	8.96	 22.50	 12.20	 12.20	8.89	9.30	 16.22	8.33	8.33	8.33	 19.23	 20.00	 14.29	 14.29	0.00	0.00	 10.91	 14.89	 13.64	 13.64	 20.00	 16.00	 15.22	 15.22	 15.22	 15.22	 13.79	7.84	7.84	6.25	0.00	6.45	 16.67	0.00	 15.79	 15.38	0.00	8.33	 15.91	 15.62	 16.67	 13.51	5.41	 13.16	 12.70	 14.29	 11.39	 14.47	 12.82	 11.90	 11.90
gi|9632896|ref|NP_049925.1|	16.13	 12.90	 16.13	 16.13	 16.13	 16.13	 16.13	 16.13	 16.13	 16.13	9.43	9.43	9.43	9.43	 19.35	 12.90	 12.90	 12.90	 11.90	 12.50	 13.79	 13.79	 14.29	 13.79	 13.79	 13.79	 13.79	 13.79	8.96	8.96	8.96	8.96	8.96	8.96	 14.93	 14.93	 14.93	 14.93	 16.22	 16.22	 18.92	 18.92	 18.92	 25.00	 25.00	 25.00	 25.00	 19.39	 19.39	 18.52	 21.28	 21.28	 26.88	 27.37	 27.37	 27.37	 22.11	 22.11	5.26	9.09	5.88	8.54	8.54	 11.25	 14.29	 13.95	 12.28	 11.11	 14.29	 14.29	 13.27	 10.11	 12.09	 12.82	7.69	 11.76	 11.76	 11.76	 10.26	6.12	4.08	2.17	2.17	 10.91	 10.91	 10.91	 13.56	 13.56	8.00	8.89	6.90	6.90	 13.21	3.92	 11.39	 22.66	 21.71	 29.01	 22.56	 25.40	 23.53	 24.26	 32.89	 86.41	100.00	 42.38	 43.62	9.38	 10.45	4.17	 12.50	 12.50	4.55	 13.04	9.09	4.88	8.70	6.52	 10.42	 11.88	 13.48	 11.36	 11.36	 11.90	3.77	8.16	6.12	 10.81	 10.14	 10.14	 19.05	 17.17	8.00	8.00	 14.29	 11.29	9.09	7.46	 10.34	 10.34	 10.34	 17.46	 10.34	 10.34	8.62	 10.71	 14.08	8.00	8.00	8.00	 17.31	 10.87	9.09	8.51	 10.00	 10.00	 10.34	 14.58	 13.64	 13.64	 19.57	 15.69	 15.22	 15.22	 15.22	 15.22	9.33	6.06	6.06	4.26	0.00	 12.24	 16.67	0.00	 15.79	 18.52	0.00	7.55	 12.73	 15.15	 14.42	 13.51	5.66	 11.11	 10.53	 10.71	 10.87	 12.36	9.78	 11.34	 11.34
gi|418489801|ref|YP_007003553.1|	 22.58	 19.35	 22.58	 22.58	 22.58	 22.58	 22.58	 22.58	 22.58	 22.58	 18.87	 18.87	 18.87	 18.87	 17.74	 12.90	 12.90	 12.90	 19.05	 19.32	 19.54	 19.54	 12.73	 12.28	 12.28	 14.04	 14.04	 14.04	 11.94	 11.94	 11.94	 11.94	 11.94	 11.94	 14.93	 14.93	 14.93	 14.93	 16.22	 16.22	 16.22	 16.22	 16.22	 25.00	 25.00	 25.00	 25.00	 21.43	 22.45	 25.93	 22.34	 22.34	 22.58	 24.21	 24.21	 26.32	 23.16	 23.16	7.89	9.09	 11.76	9.64	9.64	 16.25	 15.29	 14.94	 12.28	 11.11	 12.99	 12.99	 16.33	7.87	 15.38	 17.95	7.69	 13.73	 13.73	 13.73	 12.82	 18.00	 14.00	 10.64	 10.64	7.27	7.27	7.27	 16.95	 13.56	 20.00	 11.11	 10.34	 10.34	9.43	7.84	 15.38	 21.71	 25.38	 24.24	 21.05	 25.40	 28.68	 28.68	 32.24	 41.18	 42.38	100.00	 55.70	 10.94	5.97	4.17	8.51	8.51	9.09	6.67	9.30	0.00	4.44	2.22	 15.62	 14.85	 14.77	 14.94	 14.94	 11.90	5.77	 10.42	 14.58	 10.96	 10.29	 10.29	 16.87	 13.13	8.00	8.00	6.35	6.45	9.09	8.96	 11.63	 11.63	 11.63	9.38	 16.95	 16.95	 10.34	8.93	 11.27	4.00	4.00	4.00	 17.31	 11.11	9.30	6.52	 20.00	 20.00	6.90	 22.92	 13.64	 13.64	 21.74	 17.65	 13.04	 13.04	 13.04	 13.04	 10.81	 13.64	 13.64	 10.64	 20.00	 14.58	 16.67	0.00	 15.79	 22.22	0.00	 13.73	7.55	 11.76	 14.56	 16.22	9.62	 16.98	8.00	 11.11	 13.19	 14.77	9.89	 10.42	 10.42
gi|30089891|ref|NP_839921.1|	9.68	9.68	9.68	9.68	9.68	9.68	9.68	9.68	9.68	9.68	9.43	9.43	9.43	9.43	 20.63	 19.05	 19.05	 19.05	 12.94	 14.77	 12.64	 12.64	 17.86	 13.79	 17.24	 15.52	 15.52	 15.52	9.23	9.23	9.23	9.23	9.23	9.23	 13.85	 13.85	 13.85	 13.85	 10.81	 10.81	 13.51	 13.51	 13.51	 27.59	 27.59	 27.59	 27.59	 16.33	 16.33	 22.22	 20.21	 20.21	 20.43	 21.05	 21.05	 21.05	 24.21	 24.21	7.89	9.09	8.82	 10.84	 10.84	 15.00	 16.47	 14.94	7.02	 15.56	 14.29	 14.29	 13.13	8.99	 13.19	 12.50	7.50	 19.23	 19.23	 19.23	 15.38	 17.65	 11.76	8.33	8.33	9.09	9.09	9.09	 13.56	 13.56	 14.00	 17.78	 10.17	8.47	 12.96	9.62	 17.72	 19.05	 24.22	 24.81	 25.19	 24.00	 25.36	 25.36	 25.83	 45.45	 43.62	 55.70	100.00	 11.48	8.96	8.33	8.51	8.51	 11.36	6.67	 11.63	7.50	 11.11	8.89	 12.77	 14.29	 12.50	 11.49	 11.49	 16.67	7.69	 12.50	 14.58	 16.44	 16.18	 16.18	 16.87	 11.46	4.00	4.00	 10.00	 10.17	 10.53	2.99	 13.95	 13.95	 13.95	 12.50	 11.86	 11.86	8.62	 10.71	9.86	7.84	9.80	9.80	 16.98	 15.22	 11.36	 19.15	 10.00	 10.00	 11.24	 16.67	 18.18	 18.18	 25.53	 21.15	 10.87	 10.87	 10.87	 10.87	8.00	 13.43	 13.43	6.25	0.00	 10.20	 16.67	5.88	 15.79	 22.22	0.00	5.66	 11.11	 12.50	 11.88	 14.08	5.66	5.56	 10.53	7.41	 13.48	 18.18	 13.33	 10.64	 10.64
gi|589893763|ref|YP_009010472.1|	8.57	8.57	6.52	6.52	6.52	6.52	4.35	8.70	6.52	6.52	5.00	 13.79	 13.79	 13.79	3.12	3.12	3.12	3.12	 11.54	5.71	6.76	7.25	9.38	5.88	 11.76	 14.71	 14.71	 14.71	 11.11	 11.11	 11.11	 11.11	 11.11	 11.11	9.38	9.38	9.38	9.38	 12.50	 12.50	 12.50	 12.50	 12.50	4.92	1.64	1.64	1.64	0.00	0.00	0.00	4.76	4.76	0.00	4.88	4.88	4.88	4.88	4.88	9.09	 12.50	 12.12	 13.64	 13.64	 14.94	 16.30	 15.79	 11.11	 16.22	 14.58	 14.58	9.68	 12.07	 21.82	 14.71	 12.12	 13.04	 13.04	 13.04	9.76	5.71	 10.00	7.41	7.41	5.26	5.26	5.26	9.80	7.32	8.33	7.14	 12.50	 15.00	 15.79	 13.89	8.11	 10.94	3.51	9.84	4.84	 11.86	5.88	3.92	4.29	7.84	9.38	 10.94	 11.48	100.00	 32.70	 31.08	 17.89	 17.89	 19.83	5.95	 10.98	 10.84	9.64	9.64	 13.33	 12.04	9.28	9.38	9.38	 10.71	7.95	7.06	8.24	 13.76	 18.10	 18.10	 14.29	 13.04	 15.79	 15.79	 12.38	 13.33	9.23	 10.91	 10.17	 10.17	 10.17	6.56	6.67	6.67	2.04	 10.64	5.80	8.33	8.33	8.33	 13.46	4.00	4.44	6.67	9.09	9.09	8.97	5.71	 13.56	 13.56	5.00	8.33	 12.50	 12.50	 12.82	 12.82	9.09	 12.05	 12.05	 10.45	4.55	 14.49	5.36	6.38	8.16	9.72	5.80	 11.90	9.09	 15.22	 12.87	 10.26	 13.43	 14.71	5.71	4.00	 13.27	 11.46	 10.64	 13.68	 13.68
gi|281416464|ref|YP_003347384.1|	7.89	7.89	6.38	6.38	6.38	6.38	4.26	8.51	6.38	6.38	2.63	4.26	4.26	4.26	5.26	5.26	5.26	5.26	 11.86	8.00	7.59	8.11	5.26	 12.50	 10.00	 10.00	 10.00	 10.00	3.23	3.23	3.23	3.23	3.23	3.23	 11.11	 11.11	 11.11	 11.11	 14.10	 14.10	 14.10	 14.10	 14.10	3.28	6.56	6.56	6.56	5.56	3.70	 11.11	4.00	4.00	 10.20	4.08	4.08	4.08	2.04	2.04	6.06	 12.50	 12.12	8.99	8.99	 11.11	 13.40	 11.46	 10.87	 13.16	5.88	5.88	5.80	7.46	4.48	5.88	6.06	2.27	2.27	2.27	2.44	 11.76	 10.34	 11.11	 11.11	0.00	0.00	0.00	 11.76	9.76	 11.11	7.50	 10.53	 10.53	 11.11	 14.29	7.63	2.99	3.28	 10.94	4.62	6.45	7.02	7.02	6.85	 10.42	 10.45	5.97	8.96	 32.70	100.00	 34.93	 18.18	 18.18	 16.95	9.68	 13.33	 11.49	 12.22	 12.22	 10.91	 10.81	 12.26	 14.29	 14.29	 15.15	 10.00	8.16	8.16	 10.57	 10.92	 10.92	9.52	 13.04	 13.98	 13.98	9.43	 10.38	 16.33	 20.97	 13.97	 13.97	 13.97	 13.92	 14.67	 14.67	7.81	 12.90	 11.39	8.33	8.33	 10.42	5.77	8.00	6.98	3.45	 13.89	 13.89	8.70	7.04	5.00	5.00	8.20	6.56	 14.63	 14.63	 15.00	 15.00	 11.11	3.49	3.49	7.04	7.32	6.85	 14.04	2.08	4.00	 14.81	7.58	7.06	 15.12	7.50	8.91	2.94	9.59	2.50	 10.19	0.00	6.19	5.10	7.37	9.57	9.57
gi|589286873|ref|YP_009007068.1|	 14.29	 14.29	 10.87	 10.87	 13.04	 10.87	 13.04	 10.87	 13.04	 13.04	0.00	4.00	4.00	4.00	7.69	7.69	7.69	7.69	 11.63	6.78	7.94	8.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 16.67	 16.67	 16.67	 16.67	 14.06	 14.06	 14.06	 14.06	 14.06	3.33	6.67	8.33	6.67	7.69	7.69	 11.11	5.71	5.71	8.82	8.82	8.82	8.82	8.82	8.82	3.23	6.90	 10.00	 13.75	 13.75	 14.63	9.20	 10.34	9.30	 11.43	 11.63	 11.63	 11.76	 20.41	 17.39	 11.76	6.06	9.52	9.52	9.52	4.88	9.68	7.69	8.00	8.00	3.03	3.03	3.03	 10.87	8.33	 14.71	8.11	5.71	5.71	6.06	6.25	9.90	6.25	4.65	 13.04	6.38	4.65	0.00	0.00	5.56	4.55	4.17	4.17	8.33	 31.08	 34.93	100.00	 27.35	 27.35	 33.33	 12.16	 15.28	 20.83	 18.06	 18.06	 13.48	8.89	 11.63	9.41	9.41	9.46	9.09	9.33	 13.33	7.07	9.47	9.47	 11.11	5.88	 18.52	 18.52	 15.79	 15.79	 11.40	6.67	 11.21	 11.21	 11.21	7.84	7.69	7.69	9.30	7.32	 12.50	 11.36	9.09	 11.36	8.51	6.52	2.44	5.45	4.35	4.35	7.81	8.70	7.02	7.02	5.17	6.78	 10.26	 10.26	 10.53	 10.53	 13.16	5.00	5.00	 10.61	2.38	9.09	5.56	4.44	8.51	8.70	 13.24	8.43	5.26	 12.82	7.53	0.00	 10.61	3.03	 12.75	4.00	7.78	9.89	7.95	9.20	9.20
gi|418487841|ref|YP_007002072.1|	 20.93	 20.93	 20.37	 20.37	 20.37	 20.37	 20.37	 20.37	 20.37	 20.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 10.26	9.26	6.90	7.55	6.06	5.71	8.57	8.57	8.57	8.57	 10.00	 10.00	 10.00	 10.00	 10.00	 10.00	 15.38	 15.38	 15.38	 15.38	7.27	7.27	7.27	7.27	7.27	 12.12	9.09	9.09	9.09	 12.50	 12.50	 16.67	5.56	5.56	 14.29	 17.14	 17.14	 17.14	 17.14	 17.14	0.00	0.00	0.00	 15.15	 15.15	 10.96	 11.84	 11.84	 12.12	 12.90	 11.11	 11.11	 11.11	 17.78	 16.67	0.00	0.00	 10.81	 10.81	 10.81	8.11	8.33	8.33	4.17	4.17	3.70	3.70	3.70	6.82	2.94	6.67	3.33	6.90	6.90	8.33	8.33	4.76	 14.29	 14.29	7.32	9.52	 14.29	 18.92	 18.92	 16.98	 10.00	 12.50	8.51	8.51	 17.89	 18.18	 27.35	100.00	100.00	 35.20	6.85	 12.50	 11.11	 11.11	 11.11	8.33	7.06	7.06	5.95	5.95	 10.34	8.33	 13.24	 13.24	9.09	 11.90	 11.90	4.76	6.82	 17.81	 17.81	 11.11	9.88	 10.10	4.65	 11.34	 11.34	 11.34	3.92	2.00	2.00	6.67	9.30	 12.00	7.69	7.69	7.69	7.14	6.67	2.50	5.56	0.00	0.00	4.29	7.14	 10.53	 10.53	6.90	6.67	 12.50	 12.50	 12.82	 12.82	9.09	 13.92	 13.92	 10.61	2.86	4.00	 10.91	9.76	9.30	8.00	 14.55	 12.50	 11.59	 13.79	 12.79	 13.16	 11.86	6.45	 14.13	2.13	5.88	6.82	 12.20	 12.35	 12.35
