qgi	qlen	sgi	sacc	slen	pident	nident	bitscore	evalue	staxids	superkingdom	phylum	class	order	family	genus	species	queryDesc	hostTaxid	hostInfo	condensedHostInfo	hostSpecies	virusTaxid	virusInfo	hitProtDesc	hitOrgDesc	numberOfProteins	numberOfHomologousProteins	fractionOfHomologousProteins
gi|13559833|ref|NP_112043.1|	98	1221441337	WP_089613909	98	98.98	97	203.0	2.9999999999999996e-65	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein HK620p10	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	RecBCD nuclease inhibitor	Escherichia coli	58	57	0.9827586206896552
gi|13559850|ref|NP_112060.1|	136	1245783740	WP_096096111	136	99.26	135	283.0	1.9999999999999993e-95	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein HK620p27	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	recombination protein NinB	Escherichia coli	58	57	0.9827586206896552
gi|13559851|ref|NP_112061.1|	60	1153878738	WP_078398996	117	100.0	60	125.0	9e-35	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein HK620p28	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	NinE family protein	Escherichia coli	58	57	0.9827586206896552
gi|13559852|ref|NP_112062.1|	56	446489012	WP_000566866	56	98.21	55	115.0	9.999999999999999e-32	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae			hypothetical protein HK620p29	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	MULTISPECIES: protein ninF	Enterobacteriaceae	58	57	0.9827586206896552
gi|13559854|ref|NP_112064.1|	96	506499254	WP_015966860	96	100.0	96	201.0	3.999999999999999e-64	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein HK620p31	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	DUF1364 domain-containing protein	Escherichia coli	58	57	0.9827586206896552
gi|13559856|ref|NP_112066.1|	62	506598513	WP_016063210	64	100.0	62	127.0	4e-36	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae			hypothetical protein HK620p33	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	MULTISPECIES: NinH protein	Enterobacteriaceae	58	57	0.9827586206896552
gi|13559861|ref|NP_112071.1|	165	446567134	WP_000644480	165	100.0	165	350.0	5.999999999999998e-121	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae			hypothetical protein HK620p38	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	MULTISPECIES: DNA-binding protein	Enterobacteriaceae	58	57	0.9827586206896552
gi|13559863|ref|NP_112073.1|	80	446730532	WP_000807788	80	100.0	80	162.0	2e-49	543;685038;1133852								hypothetical protein HK620p40	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	155148	Salmonella phage HK620	MULTISPECIES: DUF2560 domain-containing protein	Enterobacteriaceae	58	57	0.9827586206896552
gi|422934427|ref|YP_007004388.1|	58	506528863	WP_015995878	58	98.28	57	121.0	5.999999999999999e-34	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	conserved hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1054834	Enterobacteria phage ime09	zinc ribbon domain-containing protein	Escherichia coli	268	254	0.9477611940298508
gi|422934523|ref|YP_007004484.1|	67	1122786542	WP_074146479	67	94.03	63	122.0	2e-34	1496	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1054834	Enterobacteria phage ime09	molybdopterin-guanine dinucleotide biosynthesis protein MobD	Clostridioides difficile	268	254	0.9477611940298508
gi|422934594|ref|YP_007004555.1|	67	506528776	WP_015995793	67	100.0	67	134.0	1e-38	2	Bacteria							conserved hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1054834	Enterobacteria phage ime09	MULTISPECIES: DUF2774 domain-containing protein	Bacteria	268	254	0.9477611940298508
gi|422934599|ref|YP_007004560.1|	55	506501803	WP_015969346	55	100.0	55	112.0	1e-30	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	conserved hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1054834	Enterobacteria phage ime09	DUF2685 domain-containing protein	Bacillus cereus	268	254	0.9477611940298508
gi|422934611|ref|YP_007004572.1|	685	1296597502	WP_100771465	687	45.63	324	518.0	7.999999999999998e-171	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1054834	Enterobacteria phage ime09	ADP-ribosyltransferase	Bacillus cereus	268	254	0.9477611940298508
gi|422934679|ref|YP_007004640.1|	71	1122786317	WP_074146345	71	98.59	70	144.0	9e-43	1239	Bacteria	Firmicutes						conserved hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1054834	Enterobacteria phage ime09	MULTISPECIES: naphthalene 1,2-dioxygenase	Firmicutes	268	254	0.9477611940298508
gi|422934290|ref|YP_007004305.1|	246	996059576	WP_061089129	248	73.62	187	363.0	1.9999999999999998e-123	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1090133	Enterobacteria phage IME10	DUF551 domain-containing protein	Escherichia coli	27	27	1.0
gi|422934291|ref|YP_007004306.1|	123	1148293372	WP_077250393	153	71.24	109	201.0	5e-63	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1090133	Enterobacteria phage IME10	hNH endonuclease	Escherichia coli	27	27	1.0
gi|422934273|ref|YP_007004314.1|	181	895819214	WP_048943232	175	99.43	174	361.0	6.999999999999998e-125	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein	562	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli	1090133	Enterobacteria phage IME10	DNA methylase	Escherichia coli	27	27	1.0
gi|71834089|ref|YP_277447.1|	254	772693200	WP_045290482	251	48.96	118	224.0	9.999999999999999e-69	61647	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	Pluralibacter gergoviae	hypothetical protein JK_7	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	phage minor tail protein L	Pluralibacter gergoviae	82	37	0.451219512195122
gi|71834099|ref|YP_277457.1|	216	653020803	WP_027272704	225	40.78	84	170.0	1e-48	82981	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella grimontii	hypothetical protein JK_17	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	phage tail protein	Leminorella grimontii	82	37	0.451219512195122
gi|71834107|ref|YP_277465.1|	296	970319971	WP_058687028	312	40.75	119	216.0	3.999999999999999e-64	158836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	hypothetical protein JK_25	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	DUF2184 domain-containing protein	Enterobacter hormaechei	82	37	0.451219512195122
gi|71834113|ref|YP_277469.1|	369	1028201485	WP_063945269	390	42.43	157	244.0	4.999999999999999e-73	550	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	hypothetical protein JK_31	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	DUF2213 domain-containing protein	Enterobacter cloacae	82	37	0.451219512195122
gi|71834115|ref|YP_277473.1|	201	1224655763	WP_092674812	414	35.09	60	114.0	3e-26	988801	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rosenbergiella	Rosenbergiella nectarea	hypothetical protein JK_33	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	DUF1073 domain-containing protein	Rosenbergiella nectarea	82	37	0.451219512195122
gi|71834121|ref|YP_277479.1|	175	1028205375	WP_063948545	519	47.52	67	152.0	7e-40	550	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	hypothetical protein JK_39	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	terminase	Enterobacter cloacae	82	37	0.451219512195122
gi|71834134|ref|YP_277492.1|	332	658957105	WP_029807414	468	32.13	80	120.0	5e-27	670	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	hypothetical protein JK_52	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	DUF3987 domain-containing protein	Vibrio parahaemolyticus	82	37	0.451219512195122
gi|71834137|ref|YP_277495.1|	166	654656865	WP_028117812	759	33.33	42	70.5	6e-11	394566	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	Ferrimonas senticii	hypothetical protein JK_55	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	DUF3987 domain-containing protein	Ferrimonas senticii	82	37	0.451219512195122
gi|71834164|ref|YP_277522.1|	187	515763683	WP_017196283	242	48.51	49	97.1	6.999999999999999e-21	111504	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella birtlesii	hypothetical protein JK_82	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	337828	Escherichia phage Jk06	phage regulatory protein/antirepressor Ant	Bartonella birtlesii	82	37	0.451219512195122
gi|414090275|ref|YP_006990390.1|	380	1141159608	WP_076924140	376	75.27	283	576.0	0.0	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	hypothetical protein JL1_3	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	1245890	Enterobacteria phage JL1	winged helix-turn-helix domain-containing protein	Salmonella enterica	60	32	0.5333333333333333
gi|414090292|ref|YP_006990407.1|	476	1035832236	WP_064624859	478	47.82	230	422.0	1.9999999999999997e-139	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	hypothetical protein JL1_21	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	1245890	Enterobacteria phage JL1	DUF2800 domain-containing protein	Salmonella enterica	60	32	0.5333333333333333
gi|414090294|ref|YP_006990409.1|	247	1141168010	WP_076930242	208	38.83	73	125.0	1.9999999999999997e-31	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	hypothetical protein JL1_23	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	1245890	Enterobacteria phage JL1	DUF2815 domain-containing protein	Salmonella enterica	60	32	0.5333333333333333
gi|414090297|ref|YP_006990412.1|	93	1028228741	WP_063968063	95	52.22	47	93.6	3e-22	1236	Bacteria	Proteobacteria	Gammaproteobacteria					hypothetical protein JL1_26	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	1245890	Enterobacteria phage JL1	MULTISPECIES: VRR-NUC domain-containing protein	Gammaproteobacteria	60	32	0.5333333333333333
gi|414090300|ref|YP_006990415.1|	231	1141147143	WP_076915466	227	59.05	137	265.0	1e-85	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	hypothetical protein JL1_30	1045010	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli O157	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli O157	1245890	Enterobacteria phage JL1	DNA cytosine methyltransferase	Salmonella enterica	60	32	0.5333333333333333
gi|238695161|ref|YP_002922354.1|	58	506516323	WP_015983557	58	92.86	52	114.0	5e-31	2	Bacteria							gp39.2 hypothetical protein	83333	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli K-12	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli K-12	576790	Enterobacteria phage JS10	MULTISPECIES: zinc ribbon domain-containing protein	Bacteria	265	213	0.8037735849056604
gi|238695195|ref|YP_002922388.1|	232	517638164	WP_018808372	310	31.68	64	90.1	8e-18	168697	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora arenicola	hypothetical protein EpJS10_0039	83333	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia Escherichia coli Escherichia coli K-12	Proteobacteria Gammaproteobacteria Enterobacteriales	Escherichia coli K-12	576790	Enterobacteria phage JS10	thymidylate synthase	Salinispora arenicola	265	213	0.8037735849056604
